nombre,descripcion,sentido,unidad_medida,fecha_creacion,fecha_ult_modif,derecho_cdmx,ods,instrumento,frecuencia,dimension,fuente_inst,fuente,url_fuente,url_csv
porcentaje de infraestructura vial ciclista implementada,longitud (km) de infraestructura vial ciclista implementados.,ascendente,kilometros,2023-10-17 19:06:36.907375,2023-10-17 19:06:36.879461,derecho a la movilidad,ciudades y comunidades sostenibles,pim,anual,eficacia,semovi,secretaria de movilidad (semovi),https://www.semovi.cdmx.gob.mx/storage/app/media/pim-2019-2024.pdf,https://indicadores.cdmx.gob.mx/dataset/76301192-7723-4660-bbc8-7bb935e34362/resource/03322a04-a27b-4adb-afaa-c77509efa26d/download/historico-porcentaje-de-infraestructura-vial-ciclista-implementada.csv
longitud de carriles exclusivos para rtp o transporte publico colectivo concesionado habilitados,habilitar carriles exclusivos para las unidades de la rtp o del transporte publico colectivo concesionado,ascendente,kilometros,2023-10-17 19:06:28.440070,2023-10-17 19:06:28.412332,derecho a la movilidad,ciudades y comunidades sostenibles,pim,no determinada,eficacia,semovi,secretaria de movilidad (semovi),https://www.semovi.cdmx.gob.mx/storage/app/media/pim-2019-2024.pdf,https://indicadores.cdmx.gob.mx/dataset/b5c9f7f6-bbda-4234-ae3c-add706514cd4/resource/676fdf37-fef8-402b-a246-d6e5e7142c90/download/historico-longitud-de-carriles-exclusivos-para-rtp-o-transporte-publico-colectivo-concesionado-.csv
superficie de areas naturales protegidas de la ciudad de mexico,superficie en hectareas de areas naturales protegidas de la ciudad de mexico.,ascendente,hectareas,2023-10-17 19:06:07.644061,2023-10-17 19:06:07.616707,derecho a un medio ambiente sano,vida de ecosistemas terrestres,pgot,no determinada,eficacia,sedema,sedema,http://www.sadsma.cdmx.gob.mx:9000/rally/pex/index.php,https://indicadores.cdmx.gob.mx/dataset/bdc932ea-a878-42e5-bf18-68fbeb2e809e/resource/42d3d9ff-ee62-4973-a651-bcd3b9390c18/download/historico-superficie-de-areas-naturales-protegidas-de-la-ciudad-de-mexico-1.csv
reuso de agua tratada,"calcula la proporcion de agua tratada que se aplica al reuso, respecto al total de aguas residuales que se generan en la cdmx",ascendente,porcentaje,2023-10-17 19:06:34.170310,2023-10-17 19:06:34.142908,derecho al agua y a su saneamiento,agua limpia y saneamiento,pgot,anual,eficacia,sacmex,pgirh,no disponible,https://indicadores.cdmx.gob.mx/dataset/ec16c724-dd30-447c-be93-9171b2343fc1/resource/e720571c-e7be-4fad-8924-d576b9594c15/download/historico-reuso-de-agua-tratada.csv
numero de encharcamientos anuales registrados,total de encharcamientos registrados en la cdmx a lo largo del año.,descendente,numero,2023-10-17 19:05:40.366227,2024-07-31 23:38:33.398977,derecho a la seguridad urbana y a la proteccion civil,ciudades y comunidades sostenibles,pgd,anual,eficacia,sgirpc,"atlas de riesgos, reuse",https://www.atlas.cdmx.gob.mx/datosabiertos2.html,https://indicadores.cdmx.gob.mx/dataset/61074df3-5300-4773-977f-84b282f3ee8e/resource/8f117c95-2057-4e70-aa07-98d743b20bae/download/historico-numero-de-encharcamientos-anuales-registrados.csv
porcentaje de tramites digitalizados,"porcentaje de tramites de la secretaria de movilidad digitalizados. la transicion digital de los tramites presenciales permite a la ciudadania el acceso a la informacion, ahorro de tiempo para trasladarse, asi como ahorro a su economia.",ascendente,porcentaje,2023-10-17 19:06:46.208418,2023-10-17 19:06:46.182346,derecho a la buena administracion publica,"paz, justicia e instituciones solidas",pim,anual,eficacia,semovi,secretaria de movilidad (semovi),https://www.semovi.cdmx.gob.mx/storage/app/media/pim-2019-2024.pdf,https://indicadores.cdmx.gob.mx/dataset/e19492a6-a32d-4a0a-99e0-4eb0724f3ddb/resource/6d06dcf6-1c24-42ab-958f-d39b519ed5e7/download/historico-porcentaje-de-tramites-digitalizados.csv
escolaridad promedio,promedio de años de escolaridad de la poblacion economicamente activa (pea) mayor de 15 años en la ciudad de mexico. calculado al cuarto trimestre del año.,ascendente,numero,2023-10-19 19:04:20.640842,2024-12-03 21:46:50.868985,derecho a la educacion,educacion de calidad,visor cdmx,trimestral,eficacia,inegi,"inegi, enoe",https://www.inegi.org.mx/programas/enoe/15ymas/#microdatos,https://indicadores.cdmx.gob.mx/dataset/f6311c52-8596-4cf2-8b27-4f27754cb195/resource/f8d4aa10-3911-404b-9401-73c2272aa246/download/historico_escolaridad_promedio.csv
escuelas publicas,"total de instituciones de educacion publica en todos los niveles (educacion basica, medio superior, superior).",ascendente,numero,2023-10-17 19:06:41.961704,2024-07-26 20:29:15.732238,derecho a la educacion,educacion de calidad,visor cdmx,no determinada,eficacia,sep,"sep, dgppee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/16c88dff-9099-437b-b8af-5f00100307b5/resource/8aed2d6f-22bb-4aee-845c-46414baec2e7/download/historico-numero-de-escuelas-publicas.csv
escuelas publicas en alvaro obregon,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:20:10.685603,2024-07-25 19:20:10.669904,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/50e38f3a-c87a-42e1-82a7-467046975da8/resource/1f9596c3-02df-4f16-93f9-d817cfde9310/download/historico-numero-de-escuelas-publicas-10.csv
escuelas publicas en azcapotzalco,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 16:14:56.113487,2024-07-25 19:59:29.318809,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/1455de22-ca0f-4885-b09e-1229dfdf49e4/resource/1163856d-3cdb-4446-8007-f0b14a27aebd/download/historicodetalle-numero-de-escuelas-publicas-2.csv
escuelas publicas en benito juarez,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:37:59.419142,2024-07-25 19:37:59.403076,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/3ba502ad-ecc7-4dda-8fad-6108c1820f84/resource/6754f79f-4d0b-4e40-a727-e2284dc92236/download/historico-numero-de-escuelas-publicas-14.csv
escuelas publicas en coyoacan,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 16:31:28.804460,2024-07-25 18:33:04.800984,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/a2f869b3-fe32-4ef5-88a8-b3f837c3480c/resource/04c35d6c-acff-46de-9d4a-e5c5bf8aaa92/download/historicodetalle-numero-de-escuelas-publicas-3.csv
escuelas publicas en cuajimalpa,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 18:40:49.375201,2024-07-25 18:40:49.355778,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/b3152d10-9835-4942-8777-22f1a03a4c6f/resource/bd4f658f-c480-42e0-9679-c67107d957b6/download/historico-numero-de-escuelas-publicas-4.csv
escuelas publicas en cuauhtemoc,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:42:10.338794,2024-07-25 19:42:10.321935,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/170d7109-bfbc-4d4f-b960-a3a044441734/resource/ecb2de01-47e9-4158-9b76-d0addd8fd6db/download/historicodetalle-numero-de-escuelas-publicas-15.csv
escuelas publicas en gustavo a. madero,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 18:46:51.991631,2024-07-25 18:46:51.976528,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/518efc1f-b83c-4b49-bc45-0cf57435e866/resource/e850d203-6d1c-457c-be47-9d26f26d6ae2/download/historicodetalle-numero-de-escuelas-publicas-5.csv
escuelas publicas en iztacalco,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 18:58:45.291929,2024-07-25 18:58:45.276137,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/47fc07f3-bff4-463f-b0a6-043428559a71/resource/54473d38-8c2c-4a9a-a5ea-b3491870a59d/download/historico-numero-de-escuelas-publicas-6.csv
escuelas publicas en iztapalapa,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:03:26.606781,2024-07-25 19:03:26.591208,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/b1541516-d74e-4478-82a6-c5c2c432744a/resource/2f0dd0e9-82a3-485e-8765-33844ee47eb3/download/historicodetalle-numero-de-escuelas-publicas-7.csv
escuelas publicas en la magdalena contreras,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:09:43.893336,2024-07-25 19:09:43.878166,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/57072dd8-c481-4a06-a65e-82bfa1cccce9/resource/00643a2b-5b36-4400-8921-6fada411ec64/download/historico-numero-de-escuelas-publicas-8.csv
escuelas publicas en miguel hidalgo,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 21:55:12.374090,2024-07-25 21:55:12.357121,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/9b8089a4-7671-4640-a8f2-2718457e2a8b/resource/9d27fc65-ae95-43e0-8e4c-3da593c38c91/download/historico-numero-de-escuelas-publicas-16.csv
escuelas publicas en milpa alta,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:16:24.994333,2024-07-25 19:16:24.979154,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/9a728df0-409e-46f5-ad1d-6aed11dca205/resource/463adb2b-9643-4169-b0e7-73173498f5c7/download/historicodetalle-numero-de-escuelas-publicas-9.csv
escuelas publicas en tlahuac,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:25:06.782664,2024-07-25 19:25:06.767053,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/82992bca-2ab9-41b0-9ed7-873f5fe294ee/resource/dddc45ed-77a2-4d34-bfa8-8eb73e9faa1b/download/historicodetalle-numero-de-escuelas-publicas-11.csv
escuelas publicas en tlalpan,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:28:47.269496,2024-07-25 19:28:47.254533,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/8894d604-4bab-4d83-8aab-97e94a00ba7d/resource/36560198-1696-46a1-ba46-2ebccc91ec7c/download/historico-numero-de-escuelas-publicas-12.csv
escuelas publicas en venustiano carranza,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 22:00:03.230388,2024-07-25 22:00:03.214585,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/b6aaf8ab-2fd1-45f8-be39-1d9c489d297d/resource/1c1cdbc5-3e21-4b82-a9c0-b1062053cfda/download/historicodetalle-numero-de-escuelas-publicas-17.csv
escuelas publicas en xochimilco,"numero de escuelas publicas de nivel basico, medio superior y superior que se encuentran en la alcaldia.",ascendente,numero,2024-07-25 19:32:45.483773,2024-07-25 19:32:45.468543,derecho a la educacion,educacion de calidad,visor alcaldias,anual,,sep,"sep, dgppyee",https://www.planeacion.sep.gob.mx/principalescifras/,https://indicadores.cdmx.gob.mx/dataset/d4fcfa4c-594a-4e4b-81cf-f3dfdc7f5610/resource/9fa431b6-6b71-466c-9f56-33f58f249f89/download/historicodetalle-numero-de-escuelas-publicas-13.csv
"especies endemicas, amenazadas o en peligro de extincion inventariadas","porcentaje de especies animales endemicas, amenazadas o en peligro de extincion inventariadas señaladas por el catalogo de especies animales y vegetales bajo el cuidado en los zoologicos de la ciudad respecto de las que se encuentran en el inventario de activo biologico de esepcies bajo el cuidado en los zoologicos de la ciudad.",ascendente,porcentaje,2023-10-17 19:07:31.453551,2024-05-20 16:44:25.025051,proteccion a los animales,vida de ecosistemas terrestres,pgot,pendiente,eficacia,sedema,secretaria del medio ambiente (sedema),https://www.gob.mx/profepa/documentos/norma-oficial-mexicana-nom-059-semarnat-2010,https://indicadores.cdmx.gob.mx/dataset/11934542-d789-4a04-9818-5ce189679f8e/resource/0fb7e556-758a-45d9-b5d2-30da07dca0aa/download/historico-porcentaje-de-especies-endemicas-amenazadas-o-en-peligro-de-extincion-inventariadas.csv
esperanza de vida al nacimiento,indice de esperanza de vida al nacimiento establecido por conapo.,ascendente,indice,2023-10-17 19:05:45.644825,2024-04-26 22:56:51.412044,derecho a la salud,salud y bienestar,pgd,anual,eficacia,conapo,conapo,https://www.gob.mx/conapo/documentos/bases-de-datos-de-la-conciliacion-demografica-1950-a-2019-y-proyecciones-de-la-poblacion-de-mexico-2020-a-2070?idiom=es,https://indicadores.cdmx.gob.mx/dataset/ccda6d0f-4c4c-4ee8-b162-260a6ca96db3/resource/a603684a-1797-4b6f-af6d-c7609b96c018/download/historico-esperanza-de-vida-al-nacimiento.csv
establecimientos de salud de xochimilco,"establecimientos en operacion de los sectores publico, social y privado en el que se presta atencion medica integral a la poblacion; cuenta con recursos materiales, humanos, tecnologicos y economicos, cuya complejidad va en proporcion directa al nivel de operacion.",,numero,2024-07-22 23:44:33.798001,2024-07-22 23:44:33.773771,derecho a la salud,salud y bienestar,visor alcaldias,anual,,salud,"salud, dgis",https://www.gob.mx/salud/acciones-y-programas/direccion-general-de-informacion-en-salud-dgis,https://indicadores.cdmx.gob.mx/dataset/d7795a59-4b07-440d-9471-188e82e43416/resource/420607be-c74e-43bd-9214-2ea96ec98291/download/historico-establecimientos-salud-xochimilco.csv
establecimientos de salud en alvaro obregon,"establecimientos en operacion de los sectores publico, social y privado en el que se presta atencion medica integral a la poblacion; cuenta con recursos materiales, humanos, tecnologicos y economicos, cuya complejidad va en proporcion directa al nivel de operacion.",,numero,2024-07-22 23:49:00.822963,2024-07-22 23:49:00.799653,derecho a la salud,salud y bienestar,visor alcaldias,anual,,salud,"salud, dgis",https://www.gob.mx/salud/acciones-y-programas/direccion-general-de-informacion-en-salud-dgis,https://indicadores.cdmx.gob.mx/dataset/a9beede7-218e-4495-a2b8-c5fd80249cfa/resource/dd4db348-8fcd-4f78-a39b-1b4952505f68/download/historico-establecimientos-salud-lvaro-obregn.csv
